Client_Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
1089487825.1594708715,4,00:00:00,100.00%,$0.00,0,0.00%
1180339774.1593093831,4,00:06:23,75.00%,$0.00,0,0.00%
124509147.1594018620,4,00:04:28,50.00%,$0.00,0,0.00%
1512139892.1594002264,4,00:06:34,0.00%,$0.00,0,0.00%
1643554871.1593995886,4,00:02:31,50.00%,$0.00,0,0.00%
1716886316.1594131286,4,00:08:51,0.00%,$0.00,0,0.00%
1769393409.1594797161,4,00:00:00,100.00%,$0.00,0,0.00%
1941007882.1594222430,4,00:00:00,100.00%,$0.00,0,0.00%
2058320160.1552301910,4,00:00:25,75.00%,$0.00,0,0.00%
2070695714.1594005954,4,00:07:25,75.00%,$0.00,0,0.00%
2112389182.1594012641,4,00:06:05,50.00%,$0.00,0,0.00%
2129375950.1594047687,4,00:00:00,75.00%,$0.00,0,0.00%
376203038.1579358465,4,00:00:00,100.00%,$0.00,0,0.00%
517251273.1594345276,4,00:04:28,50.00%,$0.00,0,0.00%
680916875.1594015800,4,00:09:03,25.00%,$0.00,0,0.00%
912454829.1594817887,4,00:00:48,50.00%,$0.00,0,0.00%
1033955786.1593689232,3,00:00:30,66.67%,$0.00,0,0.00%
10347962.1593002135,3,00:05:42,66.67%,$0.00,0,0.00%
1045454559.1594798013,3,00:02:33,66.67%,$0.00,0,0.00%
1047214097.1594244075,3,00:08:42,33.33%,$0.00,0,0.00%
1067866936.1594824417,3,00:00:06,66.67%,$0.00,0,0.00%
1088342415.1594813599,3,00:07:13,33.33%,$0.00,0,0.00%
1128077349.1583573327,3,00:00:00,100.00%,$0.00,0,0.00%
1159751024.1594646977,3,00:00:05,33.33%,$0.00,0,0.00%
1183977830.1594194208,3,00:00:00,100.00%,$0.00,0,0.00%
1206536692.1594203864,3,00:00:00,100.00%,$0.00,0,0.00%
1234132476.1594457779,3,00:00:00,100.00%,$0.00,0,0.00%
1314392077.1594041472,3,00:02:16,0.00%,$0.00,0,0.00%
1356307707.1590632304,3,00:00:35,66.67%,$0.00,0,0.00%
162509012.1594384158,3,00:00:00,100.00%,$0.00,0,0.00%
1648092985.1594010757,3,00:01:57,66.67%,$0.00,0,0.00%
1688956778.1594276454,3,00:08:11,0.00%,$0.00,0,0.00%
1689946328.1579580012,3,00:13:50,33.33%,$0.00,0,0.00%
1703469862.1590383675,3,00:07:49,0.00%,$0.00,0,0.00%
171008546.1577548353,3,00:01:33,0.00%,$0.00,0,0.00%
1761036434.1553440526,3,00:09:37,0.00%,$0.00,0,0.00%
1791544563.1594377829,3,00:01:12,33.33%,$0.00,0,0.00%
1798799364.1595181365,3,00:04:07,0.00%,$0.00,0,0.00%
184597620.1594820649,3,00:00:00,100.00%,$0.00,0,0.00%
1855298409.1594038639,3,00:00:00,66.67%,$0.00,0,0.00%
1883830506.1588524174,3,00:00:02,66.67%,$0.00,0,0.00%
1919696922.1594282708,3,00:00:21,66.67%,$0.00,0,0.00%
1946038779.1591280547,3,00:02:36,0.00%,$0.00,0,0.00%
1982060095.1579700542,3,00:03:13,66.67%,$0.00,0,0.00%
2033220922.1594022484,3,00:00:03,66.67%,$0.00,0,0.00%
2046519815.1594977426,3,00:00:00,100.00%,$0.00,0,0.00%
2091160064.1586801257,3,00:11:26,0.00%,$0.00,0,0.00%
2113421189.1594053395,3,00:21:54,0.00%,$0.00,0,0.00%
2140722560.1593997110,3,00:01:29,66.67%,$0.00,0,0.00%
24229119.1593392428,3,00:15:11,33.33%,$0.00,0,0.00%
251752272.1593078385,3,00:01:01,33.33%,$0.00,0,0.00%
254172425.1593997793,3,00:07:54,0.00%,$0.00,0,0.00%
266631618.1594085495,3,00:00:00,66.67%,$0.00,0,0.00%
333302601.1592281035,3,00:29:22,0.00%,$0.00,0,0.00%
374076574.1593131974,3,00:01:34,66.67%,$0.00,0,0.00%
404877280.1594478604,3,00:00:10,66.67%,$0.00,0,0.00%
407220743.1594156275,3,00:09:20,66.67%,$0.00,0,0.00%
442927520.1583249535,3,00:02:24,33.33%,$0.00,0,0.00%
447098546.1593747841,3,00:00:00,100.00%,$0.00,0,0.00%
454279689.1594611686,3,00:06:28,0.00%,$0.00,0,0.00%
473124526.1594809809,3,00:00:58,66.67%,$0.00,0,0.00%
491814686.1594001647,3,00:00:22,0.00%,$0.00,0,0.00%
526739638.1594019689,3,00:04:50,0.00%,$0.00,0,0.00%
545940317.1593604645,3,00:00:00,100.00%,$0.00,0,0.00%
556489324.1594007791,3,00:00:08,66.67%,$0.00,0,0.00%
592333745.1594109492,3,00:12:59,0.00%,$0.00,0,0.00%
605803360.1594012057,3,00:00:10,66.67%,$0.00,0,0.00%
625676918.1592554601,3,00:07:36,66.67%,$0.00,0,0.00%
633813583.1594014174,3,00:00:00,66.67%,$0.00,0,0.00%
71233629.1594535338,3,00:00:53,66.67%,$0.00,0,0.00%
774389802.1594623764,3,00:00:00,66.67%,$0.00,0,0.00%
815190836.1594214256,3,00:00:29,66.67%,$0.00,0,0.00%
824832963.1594957048,3,00:19:16,33.33%,$0.00,0,0.00%
85536902.1594265865,3,00:04:34,66.67%,$0.00,0,0.00%
896155565.1593684716,3,00:00:00,100.00%,$0.00,0,0.00%
904099520.1594304564,3,00:00:00,100.00%,$0.00,0,0.00%
912323681.1594001497,3,00:00:03,33.33%,$0.00,0,0.00%
930426488.1594474320,3,00:00:07,66.67%,$0.00,0,0.00%
1007674200.1594272208,2,00:14:46,0.00%,$0.00,0,0.00%
1012725974.1594913235,2,00:00:00,100.00%,$0.00,0,0.00%
101463956.1594014258,2,00:02:00,0.00%,$0.00,0,0.00%
1015994245.1593789500,2,00:10:34,50.00%,$0.00,0,0.00%
1023703400.1594274034,2,00:00:00,100.00%,$0.00,0,0.00%
102469064.1594040103,2,00:00:58,50.00%,$0.00,0,0.00%
1034500316.1595171691,2,00:00:00,100.00%,$0.00,0,0.00%
1035575728.1594011518,2,00:09:42,0.00%,$0.00,0,0.00%
1041560056.1591029575,2,00:07:23,50.00%,$0.00,0,0.00%
105468824.1582712064,2,00:00:00,100.00%,$0.00,0,0.00%
1057859301.1594002201,2,00:00:14,50.00%,$0.00,0,0.00%
1058254529.1594040499,2,00:02:54,0.00%,$0.00,0,0.00%
1058957666.1588074287,2,00:03:25,0.00%,$0.00,0,0.00%
1064767736.1594992843,2,00:00:00,100.00%,$0.00,0,0.00%
1069999226.1593356149,2,00:00:00,100.00%,$0.00,0,0.00%
1070800013.1590038412,2,00:00:04,50.00%,$0.00,0,0.00%
1074559034.1593854447,2,00:00:00,100.00%,$0.00,0,0.00%
1077520188.1594697377,2,00:00:31,0.00%,$0.00,0,0.00%
1079198650.1594455107,2,00:00:07,50.00%,$0.00,0,0.00%
1086474023.1594020135,2,00:00:39,50.00%,$0.00,0,0.00%
1099237812.1594285671,2,00:00:00,100.00%,$0.00,0,0.00%
1104180452.1594026049,2,00:06:08,50.00%,$0.00,0,0.00%
1109852481.1595051883,2,00:02:07,50.00%,$0.00,0,0.00%
1112448532.1582844658,2,00:00:00,100.00%,$0.00,0,0.00%
1125274268.1587704044,2,00:00:00,100.00%,$0.00,0,0.00%
1126047879.1594211815,2,00:07:38,0.00%,$0.00,0,0.00%
1133449696.1594383833,2,00:00:28,50.00%,$0.00,0,0.00%
1150580382.1593727788,2,00:00:00,100.00%,$0.00,0,0.00%
1154950930.1595085615,2,00:00:00,100.00%,$0.00,0,0.00%
1179137560.1594789590,2,00:00:00,100.00%,$0.00,0,0.00%
1185305918.1593871626,2,00:00:39,0.00%,$0.00,0,0.00%
1187036481.1594177109,2,00:57:52,0.00%,$0.00,0,0.00%
1187948405.1594133116,2,00:01:41,50.00%,$0.00,0,0.00%
1198628115.1594892185,2,00:00:23,0.00%,$0.00,0,0.00%
1215479947.1593999572,2,00:08:00,50.00%,$0.00,0,0.00%
121603341.1594031463,2,00:04:08,50.00%,$0.00,0,0.00%
121797815.1594449893,2,00:04:00,50.00%,$0.00,0,0.00%
1229172763.1594224042,2,00:00:00,100.00%,$0.00,0,0.00%
1230953300.1594048186,2,00:00:59,50.00%,$0.00,0,0.00%
1234563387.1593714650,2,00:05:22,0.00%,$0.00,0,0.00%
1236483916.1594792934,2,00:00:19,50.00%,$0.00,0,0.00%
1237076968.1592968853,2,00:00:00,100.00%,$0.00,0,0.00%
1240104542.1594188737,2,00:00:44,0.00%,$0.00,0,0.00%
126230012.1594158260,2,00:00:42,50.00%,$0.00,0,0.00%
1270433839.1594999775,2,00:00:03,50.00%,$0.00,0,0.00%
1277856751.1588603643,2,00:00:00,100.00%,$0.00,0,0.00%
1285839338.1594194753,2,00:07:21,0.00%,$0.00,0,0.00%
1288044135.1594016929,2,00:04:54,50.00%,$0.00,0,0.00%
1290781514.1593771951,2,00:00:10,50.00%,$0.00,0,0.00%
1290966596.1594084404,2,00:00:00,100.00%,$0.00,0,0.00%
1298444718.1593853735,2,00:00:00,100.00%,$0.00,0,0.00%
1303211630.1594241268,2,00:00:00,100.00%,$0.00,0,0.00%
1309806440.1594088626,2,00:00:00,100.00%,$0.00,0,0.00%
1322375944.1595239780,2,00:00:00,100.00%,$0.00,0,0.00%
1331205756.1578293557,2,00:00:00,100.00%,$0.00,0,0.00%
1332898504.1593938127,2,00:00:00,100.00%,$0.00,0,0.00%
1342016562.1594092815,2,00:32:08,0.00%,$0.00,0,0.00%
1342170888.1594809362,2,00:01:07,50.00%,$0.00,0,0.00%
1344913727.1593861303,2,00:00:00,100.00%,$0.00,0,0.00%
1371698822.1594011404,2,00:10:04,50.00%,$0.00,0,0.00%
1375153385.1595147442,2,00:00:00,100.00%,$0.00,0,0.00%
138354179.1594024331,2,00:04:47,50.00%,$0.00,0,0.00%
138370473.1594037316,2,00:26:25,50.00%,$0.00,0,0.00%
1384858779.1594026570,2,00:16:30,0.00%,$0.00,0,0.00%
1385564896.1593142867,2,00:00:00,100.00%,$0.00,0,0.00%
1386853825.1594302147,2,00:00:00,100.00%,$0.00,0,0.00%
1389162691.1593585891,2,00:00:00,100.00%,$0.00,0,0.00%
1393554250.1594030201,2,00:03:09,50.00%,$0.00,0,0.00%
1394503855.1594291994,2,00:00:00,100.00%,$0.00,0,0.00%
1395322006.1594016366,2,00:00:04,50.00%,$0.00,0,0.00%
1398451610.1593268632,2,00:00:21,50.00%,$0.00,0,0.00%
1399898567.1594013534,2,00:05:49,0.00%,$0.00,0,0.00%
1407188833.1594016037,2,00:00:00,50.00%,$0.00,0,0.00%
1411999107.1594007725,2,00:07:33,50.00%,$0.00,0,0.00%
1421286205.1594173866,2,00:05:41,50.00%,$0.00,0,0.00%
143040726.1594004716,2,00:00:00,50.00%,$0.00,0,0.00%
1431394132.1594035983,2,00:09:12,50.00%,$0.00,0,0.00%
1454118796.1593918620,2,00:00:00,100.00%,$0.00,0,0.00%
1454774471.1594009920,2,00:08:39,0.00%,$0.00,0,0.00%
145610962.1594110334,2,00:01:16,50.00%,$0.00,0,0.00%
1457085922.1594665549,2,00:00:00,100.00%,$0.00,0,0.00%
1460337165.1594056084,2,00:02:05,50.00%,$0.00,0,0.00%
1506319968.1594046893,2,00:06:27,0.00%,$0.00,0,0.00%
1507161705.1595058550,2,00:00:09,50.00%,$0.00,0,0.00%
1512943872.1593998874,2,00:17:29,0.00%,$0.00,0,0.00%
1528529746.1594692934,2,00:00:00,100.00%,$0.00,0,0.00%
1531628114.1594540864,2,00:00:00,100.00%,$0.00,0,0.00%
1535088183.1594050614,2,00:50:43,0.00%,$0.00,0,0.00%
1538036925.1594068194,2,00:00:00,100.00%,$0.00,0,0.00%
1541133529.1588187652,2,00:02:04,0.00%,$0.00,0,0.00%
1544450434.1594804020,2,00:00:00,100.00%,$0.00,0,0.00%
1546312006.1594777992,2,00:00:00,100.00%,$0.00,0,0.00%
1546605062.1594605720,2,00:05:49,50.00%,$0.00,0,0.00%
1556713509.1595091553,2,00:00:00,100.00%,$0.00,0,0.00%
1559766476.1593956285,2,00:00:08,50.00%,$0.00,0,0.00%
1573232017.1594868895,2,00:15:09,50.00%,$0.00,0,0.00%
157389190.1581386828,2,00:15:45,50.00%,$0.00,0,0.00%
1578020185.1594018610,2,00:15:44,0.00%,$0.00,0,0.00%
1582274843.1588036728,2,00:00:05,50.00%,$0.00,0,0.00%
1582585991.1595111347,2,00:00:00,100.00%,$0.00,0,0.00%
1596143993.1594697753,2,00:02:04,50.00%,$0.00,0,0.00%
1597410844.1580787354,2,00:00:00,100.00%,$0.00,0,0.00%
1598490296.1591604728,2,00:00:00,100.00%,$0.00,0,0.00%
1600751852.1594377943,2,00:00:53,0.00%,$0.00,0,0.00%
1603131672.1594627580,2,00:00:16,0.00%,$0.00,0,0.00%
1606506422.1593674772,2,00:02:44,50.00%,$0.00,0,0.00%
1621222697.1593997855,2,00:10:47,0.00%,$0.00,0,0.00%
1625880456.1594260272,2,00:03:07,50.00%,$0.00,0,0.00%
1641373788.1593576407,2,00:09:18,0.00%,$0.00,0,0.00%
1647516437.1594823275,2,00:00:10,50.00%,$0.00,0,0.00%
1647911805.1579311844,2,00:00:00,100.00%,$0.00,0,0.00%
1650392734.1594178881,2,00:14:55,50.00%,$0.00,0,0.00%
1659519391.1594000254,2,00:00:00,50.00%,$0.00,0,0.00%
1664162135.1594010485,2,00:05:17,0.00%,$0.00,0,0.00%
1696414899.1593665022,2,00:30:31,0.00%,$0.00,0,0.00%
1707234373.1593140593,2,00:00:00,100.00%,$0.00,0,0.00%
1708415144.1594377890,2,00:00:49,50.00%,$0.00,0,0.00%
1733657537.1593587924,2,00:00:00,100.00%,$0.00,0,0.00%
1736776870.1594914186,2,00:00:00,100.00%,$0.00,0,0.00%
1738717614.1575978992,2,00:00:00,100.00%,$0.00,0,0.00%
1752601096.1594001688,2,00:06:35,0.00%,$0.00,0,0.00%
1754507725.1594293111,2,00:00:17,50.00%,$0.00,0,0.00%
1765757665.1594785169,2,00:00:58,50.00%,$0.00,0,0.00%
1770876046.1593069255,2,00:00:00,100.00%,$0.00,0,0.00%
1782855056.1594012894,2,00:01:58,0.00%,$0.00,0,0.00%
1787492469.1589887098,2,00:12:12,0.00%,$0.00,0,0.00%
1791415940.1594378362,2,00:00:00,100.00%,$0.00,0,0.00%
1802139133.1594103459,2,00:00:00,100.00%,$0.00,0,0.00%
1803473538.1593786918,2,00:00:25,50.00%,$0.00,0,0.00%
1807271122.1594004980,2,00:00:11,50.00%,$0.00,0,0.00%
1808463178.1593958106,2,00:00:00,100.00%,$0.00,0,0.00%
1813055566.1594015019,2,00:02:19,50.00%,$0.00,0,0.00%
18157624.1583742639,2,00:00:00,100.00%,$0.00,0,0.00%
1816565695.1594082728,2,00:05:43,50.00%,$0.00,0,0.00%
1819455172.1594765670,2,00:00:00,100.00%,$0.00,0,0.00%
1821668689.1594012488,2,00:08:50,0.00%,$0.00,0,0.00%
1832320725.1594052185,2,00:29:39,0.00%,$0.00,0,0.00%
1835781263.1594184009,2,00:07:17,50.00%,$0.00,0,0.00%
1837122943.1594737806,2,00:05:48,0.00%,$0.00,0,0.00%
1837426378.1594819435,2,00:00:00,100.00%,$0.00,0,0.00%
1843944242.1594360619,2,00:00:17,0.00%,$0.00,0,0.00%
1845193387.1594041699,2,00:00:00,100.00%,$0.00,0,0.00%
1846711690.1594697731,2,00:00:07,50.00%,$0.00,0,0.00%
1881438484.1594013353,2,00:11:54,50.00%,$0.00,0,0.00%
1881894044.1594956528,2,00:00:00,100.00%,$0.00,0,0.00%
1883499450.1594696240,2,00:00:26,50.00%,$0.00,0,0.00%
1900350985.1594129321,2,00:03:03,50.00%,$0.00,0,0.00%
1901801102.1594286184,2,00:11:05,50.00%,$0.00,0,0.00%
1910551999.1594817344,2,00:00:00,100.00%,$0.00,0,0.00%
1912281426.1594307448,2,00:05:48,50.00%,$0.00,0,0.00%
1915157146.1593585411,2,00:38:48,0.00%,$0.00,0,0.00%
1920342938.1594046171,2,00:03:13,0.00%,$0.00,0,0.00%
1925573355.1593703222,2,00:00:00,100.00%,$0.00,0,0.00%
1931117043.1594026632,2,00:03:58,0.00%,$0.00,0,0.00%
1933336949.1594006884,2,00:00:04,50.00%,$0.00,0,0.00%
1934778924.1593997123,2,00:00:00,100.00%,$0.00,0,0.00%
1948435715.1594086741,2,00:10:04,50.00%,$0.00,0,0.00%
1960407940.1594627781,2,00:00:06,50.00%,$0.00,0,0.00%
1962042488.1594276211,2,00:00:00,100.00%,$0.00,0,0.00%
1990263984.1594219179,2,00:00:00,100.00%,$0.00,0,0.00%
1990316286.1594562854,2,00:00:00,100.00%,$0.00,0,0.00%
2017351253.1594719971,2,00:00:00,100.00%,$0.00,0,0.00%
2021375541.1593742112,2,00:01:18,50.00%,$0.00,0,0.00%
2026002549.1553355415,2,00:00:00,50.00%,$0.00,0,0.00%
2026514828.1593970514,2,00:00:11,50.00%,$0.00,0,0.00%
2032401121.1594918512,2,00:00:00,100.00%,$0.00,0,0.00%
2032823895.1594784129,2,00:00:54,50.00%,$0.00,0,0.00%
2050457593.1579609339,2,00:00:00,100.00%,$0.00,0,0.00%
2052379253.1595089553,2,00:00:06,50.00%,$0.00,0,0.00%
20668781.1594003788,2,00:07:05,50.00%,$0.00,0,0.00%
2072882125.1594690657,2,00:07:52,50.00%,$0.00,0,0.00%
2095774159.1594182059,2,00:03:58,50.00%,$0.00,0,0.00%
2097727508.1594642102,2,00:00:00,100.00%,$0.00,0,0.00%
2099947532.1593853922,2,00:00:00,100.00%,$0.00,0,0.00%
2100758832.1594053856,2,00:07:54,0.00%,$0.00,0,0.00%
2106867934.1593960300,2,00:00:00,100.00%,$0.00,0,0.00%
2118925040.1594019950,2,00:01:57,50.00%,$0.00,0,0.00%
2122770114.1594097217,2,00:00:00,100.00%,$0.00,0,0.00%
2132915203.1594758955,2,00:00:12,50.00%,$0.00,0,0.00%
21366439.1594078089,2,00:01:35,50.00%,$0.00,0,0.00%
2141627045.1594035030,2,00:00:05,0.00%,$0.00,0,0.00%
2144959209.1579640801,2,00:00:00,100.00%,$0.00,0,0.00%
220674784.1594000352,2,00:06:20,0.00%,$0.00,0,0.00%
229158716.1593520514,2,00:00:00,100.00%,$0.00,0,0.00%
231071824.1594021136,2,00:16:50,50.00%,$0.00,0,0.00%
238381070.1594221096,2,00:00:00,50.00%,$0.00,0,0.00%
246760705.1584119053,2,00:00:00,100.00%,$0.00,0,0.00%
250700236.1594041764,2,00:00:32,50.00%,$0.00,0,0.00%
269081661.1593878167,2,00:00:00,100.00%,$0.00,0,0.00%
271519775.1594014133,2,00:08:28,0.00%,$0.00,0,0.00%
274501385.1594354817,2,00:03:31,0.00%,$0.00,0,0.00%
277881909.1594378330,2,00:00:00,100.00%,$0.00,0,0.00%
294091647.1594793631,2,00:17:49,50.00%,$0.00,0,0.00%
29526038.1594104004,2,00:00:00,100.00%,$0.00,0,0.00%
315004870.1594623042,2,00:00:00,100.00%,$0.00,0,0.00%
317024370.1594004540,2,00:00:16,0.00%,$0.00,0,0.00%
31857751.1593754794,2,00:20:04,50.00%,$0.00,0,0.00%
328060288.1594015387,2,00:01:22,50.00%,$0.00,0,0.00%
339653853.1593669389,2,00:00:00,100.00%,$0.00,0,0.00%
340419680.1594017727,2,00:09:48,50.00%,$0.00,0,0.00%
347351592.1594303263,2,00:00:00,100.00%,$0.00,0,0.00%
349297775.1594908180,2,00:00:00,100.00%,$0.00,0,0.00%
352335696.1579007680,2,00:03:51,50.00%,$0.00,0,0.00%
356493499.1594270296,2,00:00:00,100.00%,$0.00,0,0.00%
36503111.1594010507,2,00:06:17,50.00%,$0.00,0,0.00%
372475452.1594963254,2,00:00:43,50.00%,$0.00,0,0.00%
373632052.1593630070,2,00:00:06,0.00%,$0.00,0,0.00%
388064166.1595071119,2,00:00:00,100.00%,$0.00,0,0.00%
395795562.1594968968,2,00:00:00,50.00%,$0.00,0,0.00%
403145978.1593593248,2,00:00:00,100.00%,$0.00,0,0.00%
417637649.1553405865,2,00:01:35,0.00%,$0.00,0,0.00%
417650978.1593853838,2,00:00:00,100.00%,$0.00,0,0.00%
420138229.1594001910,2,00:00:37,50.00%,$0.00,0,0.00%
422556937.1593999428,2,00:00:01,0.00%,$0.00,0,0.00%
438568360.1594520614,2,00:00:00,100.00%,$0.00,0,0.00%
439501382.1594826870,2,00:20:17,50.00%,$0.00,0,0.00%
440517803.1586401438,2,00:05:50,50.00%,$0.00,0,0.00%
44800968.1593918622,2,00:00:00,100.00%,$0.00,0,0.00%
456532754.1594717407,2,00:00:00,100.00%,$0.00,0,0.00%
484022962.1594363290,2,00:00:00,50.00%,$0.00,0,0.00%
487595198.1594209149,2,00:00:04,50.00%,$0.00,0,0.00%
487782240.1592237544,2,00:01:29,0.00%,$0.00,0,0.00%
493313108.1589722569,2,00:00:00,100.00%,$0.00,0,0.00%
497710608.1593797922,2,00:00:07,50.00%,$0.00,0,0.00%
501297610.1591863530,2,00:00:00,100.00%,$0.00,0,0.00%
503160325.1594003692,2,00:20:09,50.00%,$0.00,0,0.00%
506529459.1594652148,2,00:00:00,100.00%,$0.00,0,0.00%
507994873.1594475920,2,00:00:00,100.00%,$0.00,0,0.00%
518008472.1593960804,2,00:00:50,0.00%,$0.00,0,0.00%
525763378.1594187890,2,00:00:00,100.00%,$0.00,0,0.00%
529315071.1594354111,2,00:11:13,50.00%,$0.00,0,0.00%
529338983.1593672776,2,00:00:00,100.00%,$0.00,0,0.00%
532306569.1586790267,2,00:00:00,100.00%,$0.00,0,0.00%
538780783.1578731317,2,00:00:00,100.00%,$0.00,0,0.00%
601746668.1594035190,2,00:00:00,100.00%,$0.00,0,0.00%
615160448.1594880917,2,00:00:00,100.00%,$0.00,0,0.00%
619082765.1590726270,2,00:00:27,0.00%,$0.00,0,0.00%
619991828.1595180718,2,00:00:00,100.00%,$0.00,0,0.00%
62363767.1594434615,2,00:00:00,100.00%,$0.00,0,0.00%
632242416.1594585999,2,00:00:00,100.00%,$0.00,0,0.00%
636630348.1592294695,2,00:00:00,100.00%,$0.00,0,0.00%
638353050.1594010512,2,00:03:12,50.00%,$0.00,0,0.00%
638793451.1594000678,2,00:02:24,50.00%,$0.00,0,0.00%
681551375.1594560635,2,00:02:41,50.00%,$0.00,0,0.00%
697857642.1594021529,2,00:09:36,0.00%,$0.00,0,0.00%
706965291.1594447580,2,00:00:00,100.00%,$0.00,0,0.00%
70810019.1594287952,2,00:02:01,0.00%,$0.00,0,0.00%
708312904.1593572918,2,00:00:39,50.00%,$0.00,0,0.00%
710256677.1577273164,2,00:04:29,50.00%,$0.00,0,0.00%
724395957.1594453010,2,00:00:20,50.00%,$0.00,0,0.00%
72483131.1594136388,2,00:00:00,100.00%,$0.00,0,0.00%
725607965.1594872740,2,00:03:16,50.00%,$0.00,0,0.00%
728601485.1593789218,2,00:00:12,50.00%,$0.00,0,0.00%
729932972.1594187944,2,00:00:00,100.00%,$0.00,0,0.00%
736762880.1594887430,2,00:00:00,100.00%,$0.00,0,0.00%
746324519.1594027399,2,00:00:29,50.00%,$0.00,0,0.00%
746879166.1594045080,2,00:00:00,100.00%,$0.00,0,0.00%
756444878.1594054616,2,00:04:45,0.00%,$0.00,0,0.00%
756625704.1594439016,2,00:00:00,100.00%,$0.00,0,0.00%
763913550.1594033306,2,00:01:11,50.00%,$0.00,0,0.00%
765145814.1594366779,2,00:00:00,100.00%,$0.00,0,0.00%
766718886.1550469871,2,00:00:06,50.00%,$0.00,0,0.00%
779657739.1594036698,2,00:09:48,0.00%,$0.00,0,0.00%
781632745.1594377863,2,00:05:51,0.00%,$0.00,0,0.00%
788887186.1594037308,2,00:00:18,50.00%,$0.00,0,0.00%
793091619.1594030853,2,00:00:00,100.00%,$0.00,0,0.00%
798219244.1583740033,2,00:00:55,50.00%,$0.00,0,0.00%
836758195.1593688769,2,00:00:00,100.00%,$0.00,0,0.00%
838419938.1594960139,2,00:00:00,100.00%,$0.00,0,0.00%
848111668.1593859111,2,00:00:00,100.00%,$0.00,0,0.00%
85056839.1594284958,2,00:00:27,50.00%,$0.00,0,0.00%
856642893.1593686032,2,00:00:00,100.00%,$0.00,0,0.00%
859351845.1594043532,2,00:07:21,50.00%,$0.00,0,0.00%
868287768.1594277705,2,00:00:00,100.00%,$0.00,0,0.00%
872842350.1594960197,2,00:00:00,100.00%,$0.00,0,0.00%
877933481.1594888780,2,00:02:38,0.00%,$0.00,0,0.00%
89687156.1594223371,2,00:01:26,50.00%,$0.00,0,0.00%
902392302.1594183291,2,00:00:33,50.00%,$0.00,0,0.00%
919967954.1594009229,2,00:05:47,0.00%,$0.00,0,0.00%
920397056.1593997984,2,00:00:30,0.00%,$0.00,0,0.00%
94027091.1594455197,2,01:27:13,0.00%,$0.00,0,0.00%
955946937.1594989646,2,00:14:55,50.00%,$0.00,0,0.00%
960367275.1593747318,2,00:00:00,100.00%,$0.00,0,0.00%
974315303.1593178902,2,00:08:31,50.00%,$0.00,0,0.00%
975012504.1593855350,2,00:02:12,0.00%,$0.00,0,0.00%
984530191.1594391743,2,00:00:00,100.00%,$0.00,0,0.00%
990908198.1594020784,2,00:05:57,50.00%,$0.00,0,0.00%
996991326.1594010186,2,00:21:39,0.00%,$0.00,0,0.00%
10000231.1593842926,1,00:00:00,100.00%,$0.00,0,0.00%
1000384887.1594281144,1,00:00:00,100.00%,$0.00,0,0.00%
1000758624.1594796750,1,00:00:00,100.00%,$0.00,0,0.00%
1000902410.1593883987,1,00:00:00,100.00%,$0.00,0,0.00%
1001743517.1594813579,1,00:00:00,100.00%,$0.00,0,0.00%
1002335764.1593769628,1,00:00:00,100.00%,$0.00,0,0.00%
